id,pid,diet_veg,diet_gf,diet_sf,diet_egg,diet_nut,diet_soy,diet_wheat,diet_fish,diet_shellfish,diet_oth_allergy,diet_oth_res,diet_none,diet_pna,purch_groc_ol_freq,purch_milk_is,purch_milk_ol,purch_milk_pna,purch_milk_is_freq,purch_milk_is_ware,purch_milk_is_bigbox,purch_milk_is_super,purch_milk_is_spec,purch_milk_is_disc,purch_milk_is_conv,purch_milk_is_local,purch_milk_is_oth,purch_milk_is_othtxt,purch_milk_ol_freq,purch_milk_ol_loc,AttentionCheck1,cons_milk_freq,purch_milk_size,purch_milk_size_oth,milk_whole,milk_2pct,milk_1pct,milk_skim,milk_lf,milk_a2,milk_cream,milk_homo,milk_oth,milk_pna,milk_othtxt,milk_price,spend,rank_brand,rank_fat,rank_claim,rank_price,notice_sellby,last_exp_nps,last_exp_nbr,poor_exp,poor_exp_taste,poor_exp_smell,poor_exp_sick,poor_exp_sour,poor_exp_pkg,poor_exp_2day,poor_exp_expired,poor_exp_texture,poor_exp_oth,poor_exp_pna,poor_exp_badb4exp,poor_exp_othtxt,poor_exp_freq,poor_exp_chg_switch_st,poor_exp_chg_switch_sp,poor_exp_chg_switch_brand,poor_exp_chg_switch_type,poor_exp_chg_nc,poor_exp_chg_pna,poor_exp_chg_switch_detail,poor_exp_chg_switch_alloc,good_exp_is_ret,good_exp_is_nps,good_exp_is_nbr,poor_exp_is_ret,poor_exp_is_nps,poor_exp_is_nbr,good_exp_ic_ret,good_exp_ic_nps,good_exp_ic_nbr,poor_exp_ic_ret,poor_exp_ic_nps,poor_exp_ic_nbr,good_exp_olsp_ret,good_exp_olsp_nps,good_exp_olsp_nbr,poor_exp_olsp_ret,poor_exp_olsp_nps,poor_exp_olsp_nbr,good_exp_stweb_ret,good_exp_stweb_nps,good_exp_stweb_nbr,poor_exp_stweb_ret,poor_exp_stweb_nps,poor_exp_stweb_nbr,birth_yr,age,age_cat,gender,gender_txt,eth_white,eth_me_na,eth_black,eth_native,eth_asian,eth_pi,eth_latino,eth_oth,eth_pna,eth_othtxt,edu,emp,hhinc,ms,child,state
R_1LnbK9WbVuQ3fuA,5cf91ace3bb7c4000162318c,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately once a week,,,,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,Small/local grocery stores,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,$50-100,4,1,3,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,3,,,NA,Very likely,Detractor,3,,,NA,,,NA,,,NA,,,NA,,,NA,1997,25,25 or younger,Male,,White,,,,,,,,,,Bachelor's degree in college (4-year),Other,"$80,000 to $89,999",Never married,No,Pennsylvania
R_3LdqEKXzxye3xBq,5d5e4baff521f100166c5d3a,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",Convenience stores,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a day,More than one gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Promoter,10,Yes,,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Likely,Detractor,1,Likely,Detractor,0,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,1,Neutral,Detractor,0,1997,25,25 or younger,Male,,,,Black or African American,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$60,000 to $69,999",Never married,No,Kentucky
R_xm9wVCa4h2zRLG1,5dd4c2f2390fb648f7baf4d2,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately every 10 - 14 days,,,,,,,Small/local grocery stores,,,,,Strongly Disagree,Once a week,Gallon,,,,1%,,,,,,,,,$2-4,$150+,2,3,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Sometimes,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Neutral,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1997,25,25 or younger,Female,,White,,,,,,,,,,Did not complete high school,Working full-time,"Less than $10,000",Never married,Yes,Michigan
R_3qmsWOuJMdgFZby,5e6cade3d92ffb26677dbd84,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,1%,,,,,,,,,$0-2,$25-50,2,4,3,1,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1997,25,25 or younger,Female,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$80,000 to $89,999",Living with a partner,No,California
R_2YmrC0FW17XVK45,5f6cdde7a8d71310b06e402a,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Multiple times a week,Half-gallon,,,2%,,,,,,,,,,$0-2,$25-50,4,2,3,1,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Promoter,9,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Promoter,9,,,NA,1997,25,25 or younger,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Married,No,North Carolina
R_R3NTxpSTGzHmvKN,60fe176cf09dbffb8b98b640,,,,,,,,Fish allergy,Shellfish allergy,,,,,About once a month,,Online (through an app or web browser),,,,,,,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a week,Quart,,,2%,,,,,Cream-line milk,,,,,$4+,$100-150,1,4,3,2,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,7,,,NA,1997,25,25 or younger,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),A homemaker or stay-at-home parents,"$10,000 to $19,999",Never married,No,California
R_2pWAuSGr4FcavxT,6108e0f394ea82edc8b1884a,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$150+,2,1,3,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Passive,7,,,NA,1997,25,25 or younger,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$60,000 to $69,999",Living with a partner,Yes,Oregon
R_1eS0V6w5cFb7YIO,611317672f863e406badad3b,,,,,,,,,,,Other dietary restriction,,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Less than once a week,Quart,,,2%,,Skim milk,,,,,,,,$2-4,$50-100,4,1,2,3,No,Passive,7,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1997,25,25 or younger,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working part-time,"$100,000 to $149,999",Never married,No,California
R_x0nGt24IFsJf3q1,6164edb74198a072bd18dea3,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Once a day,Gallon,,Whole milk,,,,,,,,,,,$4+,$25-50,1,2,4,3,Yes,Promoter,10,Yes,,,,When the milk has a sour taste,When the milk container is dirty or damaged,,When the milk is expired,,,,,,Sometimes,,,,,"No, nothing changed",,,,Neutral,Detractor,5,Neutral,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1997,25,25 or younger,Male,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$80,000 to $89,999",Never married,No,California
R_3EsDSBv5A2OOOqp,5c565e4ae66e510001ee8fce,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Less than once a week,Quart,,,,,,Lactose-free milk,,,,,,,$4+,$150+,1,2,3,4,Yes,Detractor,0,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,When milk has a different texture than I expected,,,,,Most of the time,,,,Switch milk type,,,,,Likely,Detractor,0,Very unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,0,Very Unlikely,Detractor,0,1996,26,26-35,Prefer to self-describe,Gender fluid,White,,,,Asian (including South Asian),Native Hawaiian or Pacific Islander,,,,,Bachelor's degree in college (4-year),Unemployed and looking for work,Prefer not to answer,Never married,No,Texas
R_7UM5Nh5c8pCnC9z,5d4a41890e604c00011ade8b,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,1%,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Detractor,5,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,When the milk container is dirty or damaged,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Likely,Detractor,2,Neutral,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1996,26,26-35,Male,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$50,000 to $59,999",Never married,No,Louisiana
R_1KkBGKskd3uqDmS,5f029c8cd092d9133aed27fa,,,,,,,,,,,,None,,About once a month,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Multiple times a week,Gallon,,,2%,,,Lactose-free milk,,,,,,,$4+,$50-100,2,1,3,4,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1996,26,26-35,Female,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working part-time,"$50,000 to $59,999",Never married,No,New York
R_3Rg54xPwE9MFJre,603f46a18d9a2b0c9f905bee,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Once a day,Gallon,,Whole milk,2%,,,Lactose-free milk,,,,,,,$2-4,$25-50,4,3,2,1,Yes,Passive,8,Yes,,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Neutral,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1996,26,26-35,Male,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working part-time,"$20,000 to $29,999",Never married,Yes,Ohio
R_3e5ntU59G81GzxT,608e875414e027cb3b277df1,,,,,,,,,,,,None,,About once a month,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,Small/local grocery stores,,,,,Strongly Disagree,Once a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$25-50,2,4,3,1,Yes,Passive,8,Yes,,When milk does not smell as I expected,,,,,,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Passive,7,Unlikely,Detractor,3,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1996,26,26-35,Female,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working part-time,"$50,000 to $59,999",Never married,No,Maryland
R_2V8tYKEf4RdQzJN,609f15327b08ac282c2f770c,,,,,,,,,,,,None,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",Convenience stores,Small/local grocery stores,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a week,Gallon,,,2%,,,,,,,,,,$2-4,$150+,3,2,4,1,Yes,Passive,7,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,When the milk has a sour taste,,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Neutral,Detractor,0,Neutral,Detractor,0,,,NA,,,NA,,,NA,,,NA,Neutral,Detractor,0,Neutral,Detractor,0,1996,26,26-35,Female,,White,,,,,,,,,,Some college but no degree,Working part-time,"$50,000 to $59,999",Living with a partner,Yes,Ohio
R_24BfhR9V7vw4m3U,620bdc9ca922fc3f247f6a6f,,,,,Nut allergy,,,,Shellfish allergy,,,,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)","Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,,2%,1%,,,,,,,,,$0-2,$25-50,NA,NA,NA,NA,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1996,26,26-35,Female,,,,Black or African American,,,,,,,,High school diploma/ GED,Working full-time,"$30,000 to $39,999",Never married,No,Pennsylvania
R_1pAnMTa2yabMCNn,58d7d2c2e9b6dc000129148a,,,,,,,,,,,Other dietary restriction,,,About once a month,In a store,,,Less frequently than every 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Less than once a week,Quart,,,2%,,,,,,,,,,$2-4,Less than $25,4,2,3,1,Yes,Detractor,5,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,,,,,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Passive,7,Neutral,Detractor,1,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Male,,White,,,,,,,,,,Did not complete high school,Other,"$10,000 to $19,999",Never married,No,West Virginia
R_7QDQPSamHIzi0LL,5e065c9fe78021031a4b1d59,Vegetarian,,,,,,,,,,,,,About once per week,In a store,Online (through an app or web browser),,Approximately once a week,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,Convenience stores,Small/local grocery stores,,,Approximately once a week,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$4+,$25-50,3,2,4,1,No,Promoter,9,Yes,,,,,,,When the milk is expired,,,,,,Rarely,Switch stores,,,,,,"Yes, to buy specific products",Just the milk,Likely,Detractor,5,Unlikely,Detractor,1,,,NA,,,NA,,,NA,,,NA,Likely,Detractor,5,Unlikely,Detractor,1,1995,27,26-35,Female,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working full-time,"$40,000 to $49,999",Living with a partner,No,Texas
R_2Ez79W0YPLI6ftq,5e6685e1ffed4c405a4db5d0,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)",,,,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",,,,,,,Strongly Disagree,Multiple times a week,Gallon,,Whole milk,2%,,,,,,,,,,$4+,$50-100,3,2,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,,,,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,9,Very Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Non-binary / third gender,,,,,,,,Hispanic/Latino,,,,Bachelor's degree in college (4-year),Working full-time,"$60,000 to $69,999",Never married,No,California
R_24OyzalJLqZwQSE,5e7e93475caed456ffb84287,Vegetarian,,,,,,,,,,,,,About once per week,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,,,,"Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,Small/local grocery stores,,,Less frequently than every 14 days,Instacart,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$25-50,1,3,4,2,Yes,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Likely,Passive,8,,,NA,Likely,Passive,8,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Non-binary / third gender,,White,,,,,,Hispanic/Latino,,,,Bachelor's degree in college (4-year),Unemployed and looking for work,"$10,000 to $19,999",Never married,No,New York
R_Djk87g1L6USb8dz,5e97af0bca82b6278c859323,,,,,,,,,,,,None,,About once a month,In a store,Online (through an app or web browser),,Approximately every 10 - 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Less frequently than every 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$100-150,3,2,4,1,No,Promoter,9,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,4,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,5,,,NA,1995,27,26-35,Female,,White,,,,,,Hispanic/Latino,,,,Associate degree in college (2-year),Working part-time,"$70,000 to $79,999",Married,Yes,Arizona
R_3iFlIQaTdCRx7xU,5ee5f7f771f86b333ba269de,,,,,,,,,,,,None,,Several times a month,In a store,Online (through an app or web browser),,Multiple times a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,Approximately every 10 - 14 days,Instacart,Strongly Disagree,Once a day,Gallon,,Whole milk,,,,,,,,,,,$4+,$100-150,1,4,3,2,Yes,Promoter,10,Yes,,,,,,When the milk is less than or equal to 2 days from expiration date,,,,,,,Rarely,Switch stores,,,,,,"Yes, but less frequently",0-10%,Very Likely,Passive,8,Unlikely,Detractor,1,Neutral,Detractor,5,Very Unlikely,Detractor,0,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Male,,White,,,,,,,,,,Some college but no degree,Unemployed and looking for work,"$20,000 to $29,999",Never married,No,Tennessee
R_1ohTzCMUo7G9LS0,5f6bbef44f9f3d12d80a8cec,,,,,,,,,,,,None,,About once per week,,Online (through an app or web browser),,,,,,,,,,,,Approximately every 10 - 14 days,"Store-specific online services (Stop and Shop online delivery/pickup, Walmart+, etc)",Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$100-150,3,2,4,1,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,,,When the milk has a sour taste,When the milk container is dirty or damaged,When the milk is less than or equal to 2 days from expiration date,When the milk is expired,,,,,,Rarely,,,,,"No, nothing changed",,,,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,Very Likely,Detractor,4,Very Likely,Detractor,4,1995,27,26-35,Non-binary / third gender,,White,,,,,,,,,,Bachelor's degree in college (4-year),Working part-time,"$50,000 to $59,999",Never married,No,Washington
R_cJhCpr1oW2LGRbj,5fa19fc70315402e44145386,,,,,,,,,,,,None,,Several times a month,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,,,Strongly Disagree,Once a day,Gallon,,,2%,,,,,,,,,,$2-4,$50-100,NA,NA,NA,NA,Yes,Promoter,10,Yes,When milk was not sour but it did not taste as I expected,When milk does not smell as I expected,When you get sick from the food product,When the milk has a sour taste,When the milk container is dirty or damaged,,,When milk has a different texture than I expected,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Detractor,5,Neutral,Detractor,2,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Male,,,,,,Asian (including South Asian),,,,,,Bachelor's degree in college (4-year),Working full-time,"$100,000 to $149,999",Never married,No,Iowa
R_2ErWfCOKfi0i5o0,60097ddcbf7558426f87a877,,,,,,,,,Shellfish allergy,,,,,Once in a few months or longer,In a store,,,Approximately once a week,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)",,,,,,,,,,Strongly Disagree,Once a week,Gallon,,Whole milk,2%,,,,,,,,,,$2-4,$50-100,3,1,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Detractor,0,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Male,,White,,,American Indian or Alaska Native,,,,,,,Some college but no degree,Working full-time,"$20,000 to $29,999",Never married,No,Alabama
R_2BldwTo9nwQW0FB,60969ca02b17e04e5c89b27c,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately every 10 - 14 days,,"Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,,,,,,,,,,,$2-4,$100-150,1,4,3,2,Yes,Promoter,10,Yes,,When milk does not smell as I expected,,When the milk has a sour taste,,,,,,,,,Rarely,,,,,"No, nothing changed",,,,Very Likely,Promoter,10,Neutral,Detractor,1,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Female,,White,,,,,,,,,,High school diploma/ GED,Working full-time,"$10,000 to $19,999",Married,No,Virginia
R_BzzjWHjO6lFV3vX,60fef115c1aa5366be97aa0e,,,,,,,,,,,,None,,About once a month,In a store,,,Approximately every 10 - 14 days,,,"Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Less than once a week,Quart,,,2%,,Skim milk,,,,,,,,$2-4,$150+,2,3,4,1,Yes,Passive,7,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,5,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Female,,White,,,,,,,,,,Graduate Degree,Working full-time,"$60,000 to $69,999",Living with a partner,No,Connecticut
R_2pLAtNFZjHTPYI0,61036b968e883dc6b02687e4,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Less frequently than every 14 days,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)",,"Discount chains (Aldi, Dollar Tree, Dollar General, Big Lots, etc.)",Convenience stores,Small/local grocery stores,,,,,Strongly Disagree,Once a week,Gallon,,Whole milk,,,,,,,,,,,$2-4,Less than $25,1,3,4,2,Yes,Promoter,10,No,,,,,,,,,,,,,,,,,,,,,,Likely,Detractor,6,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Male,,,Middle Eastern or North African,,,,,,,,,Some college but no degree,Working full-time,"$30,000 to $39,999",Never married,No,Ohio
R_bd2TDyrKo7eKWFb,6127b4b13db4ebb99802bd68,,,,,,,,,,,,None,,Once in a few months or longer,In a store,,,Approximately once a week,"Warehouse club stores (Costco, Sam's Club, BJ's, etc.)","Large/national big-box stores (Walmart, Target, K-Mart, etc.)","Large supermarkets (Harps, Tops, Sprouts, Kroger, Publix, Albertsons, etc.)","Specialty stores (Whole Foods, Trader Joe's, ethnic grocery stores, etc)",,,,,,,,Strongly Disagree,Multiple times a week,Half-gallon,,Whole milk,2%,1%,,,,,,,,,$2-4,$25-50,1,3,4,2,Yes,Detractor,6,No,,,,,,,,,,,,,,,,,,,,,,Very Likely,Passive,7,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,,,NA,1995,27,26-35,Female,,White,,,,,,Hispanic/Latino,,,,Graduate Degree,Working full-time,"$100,000 to $149,999",Living with a partner,No,Texas
